timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1726050796566,2651,v2,200,OK,setUp Thread Group 1-6,text,true,,41,0,148,148,null,2651,0,0
1726050799217,56,v1,200,OK,setUp Thread Group 1-6,text,true,,42,0,148,148,null,56,0,0
1726050796822,9863,v2,200,OK,setUp Thread Group 1-112,text,true,,41,0,148,148,null,9863,0,0
1726050806686,97,v1,200,OK,setUp Thread Group 1-112,text,true,,42,0,148,148,null,97,0,0
1726050796723,10398,v2,200,OK,setUp Thread Group 1-20,text,true,,41,0,148,148,null,10398,0,0
1726050796669,10465,v2,200,OK,setUp Thread Group 1-52,text,true,,41,0,148,148,null,10465,0,0
1726050807134,49,v1,200,OK,setUp Thread Group 1-52,text,true,,42,0,148,148,null,49,0,0
1726050807122,66,v1,200,OK,setUp Thread Group 1-20,text,true,,42,0,148,148,null,65,0,0
1726050796829,10397,v2,200,OK,setUp Thread Group 1-109,text,true,,41,0,148,148,null,10397,0,1
1726050796672,10630,v2,200,OK,setUp Thread Group 1-63,text,true,,41,0,148,148,null,10630,0,0
1726050797177,10476,v2,200,OK,setUp Thread Group 1-145,text,true,,41,0,148,148,null,10476,0,0
1726050796674,10980,v2,200,OK,setUp Thread Group 1-83,text,true,,41,0,148,148,null,10980,0,0
1726050807226,428,v1,200,OK,setUp Thread Group 1-109,text,true,,42,0,147,147,null,428,0,0
1726050796688,10966,v2,200,OK,setUp Thread Group 1-8,text,true,,41,0,147,147,null,10966,0,0
1726050796832,10822,v2,200,OK,setUp Thread Group 1-125,text,true,,41,0,147,147,null,10822,0,0
1726050796834,10831,v2,200,OK,setUp Thread Group 1-122,text,true,,41,0,147,147,null,10831,0,0
1726050807303,427,v1,200,OK,setUp Thread Group 1-63,text,true,,42,0,147,147,null,427,0,0
1726050796858,10931,v2,200,OK,setUp Thread Group 1-121,text,true,,41,0,147,147,null,10931,0,0
1726050796668,11166,v2,200,OK,setUp Thread Group 1-19,text,true,,41,0,147,147,null,11166,0,0
1726050807655,197,v1,200,OK,setUp Thread Group 1-8,text,true,,42,0,147,147,null,197,0,0
1726050796731,11432,v2,200,OK,setUp Thread Group 1-90,text,true,,41,0,147,147,null,11432,0,0
1726050796667,11657,v2,200,OK,setUp Thread Group 1-28,text,true,,41,0,147,147,null,11657,0,0
1726050796725,11627,v2,200,OK,setUp Thread Group 1-77,text,true,,41,0,147,147,null,11627,0,1
1726050796638,11716,v2,200,OK,setUp Thread Group 1-22,text,true,,41,0,147,147,null,11716,0,0
1726050796833,11523,v2,200,OK,setUp Thread Group 1-106,text,true,,41,0,147,147,null,11523,0,0
1726050797180,11176,v2,200,OK,setUp Thread Group 1-143,text,true,,41,0,147,147,null,11176,0,0
